Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
tide-pool-coasters,Tide Pool Coasters — Set of 2,"<p>A one-of-a-kind set of two ruffled resin coasters shaped like little sea anemones, in soft ocean blues and greys with a lacy web pattern and a sparkling teal, crystal-filled centre. A pretty pair for your favourite mugs.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,,FALSE,Title,Default Title,,,,,WC-3745,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/tide-pool-coasters-1.jpeg,1,Tide Pool Coasters — Set of 2,draft
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-2.jpeg,2,Tide Pool Coasters — Set of 2,
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-3.jpeg,3,Tide Pool Coasters — Set of 2,
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-4.jpeg,4,Tide Pool Coasters — Set of 2,
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-5.jpeg,5,Tide Pool Coasters — Set of 2,
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-6.jpeg,6,Tide Pool Coasters — Set of 2,
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-7.jpeg,7,Tide Pool Coasters — Set of 2,
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-8.jpeg,8,Tide Pool Coasters — Set of 2,
tide-pool-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/tide-pool-coasters-9.jpeg,9,Tide Pool Coasters — Set of 2,
pomegranate-crystal-bowl,Pomegranate Crystal Bowl,"<p>A one-of-a-kind deep resin bowl in rich pomegranate red, glittering with embedded crushed crystal and a sparkling druzy centre. A jewel-toned catch-all — lovely as a trinket bowl, a little planter or a candle holder.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,,FALSE,Title,Default Title,,,,,WC-3750,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/pomegranate-crystal-bowl-1.jpeg,1,Pomegranate Crystal Bowl,draft
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-2.jpeg,2,Pomegranate Crystal Bowl,
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-3.jpeg,3,Pomegranate Crystal Bowl,
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-4.jpeg,4,Pomegranate Crystal Bowl,
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-5.jpeg,5,Pomegranate Crystal Bowl,
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-6.jpeg,6,Pomegranate Crystal Bowl,
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-7.jpeg,7,Pomegranate Crystal Bowl,
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-8.jpeg,8,Pomegranate Crystal Bowl,
pomegranate-crystal-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-bowl-9.jpeg,9,Pomegranate Crystal Bowl,
pomegranate-crystal-dish,Pomegranate Crystal Dish,"<p>A one-of-a-kind shallow resin dish in rich pomegranate red, glittering with embedded crushed crystal and a sparkling druzy centre. Perfect as a ring dish, jewellery catch-all or trinket tray — made from the same resin as the matching Pomegranate Crystal Bowl.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,,FALSE,Title,Default Title,,,,,WC-3755,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/pomegranate-crystal-dish-1.jpeg,1,Pomegranate Crystal Dish,draft
pomegranate-crystal-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-dish-2.jpeg,2,Pomegranate Crystal Dish,
pomegranate-crystal-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-dish-3.jpeg,3,Pomegranate Crystal Dish,
pomegranate-crystal-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-dish-4.jpeg,4,Pomegranate Crystal Dish,
pomegranate-crystal-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-dish-5.jpeg,5,Pomegranate Crystal Dish,
pomegranate-crystal-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-dish-6.jpeg,6,Pomegranate Crystal Dish,
pomegranate-crystal-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/pomegranate-crystal-dish-7.jpeg,7,Pomegranate Crystal Dish,
