Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
blue-sea-urchin-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/blue-sea-urchin-coasters-9.jpeg,9,Blue Sea Urchin Coasters — Set of 2,
blue-sea-urchin-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/blue-sea-urchin-coasters-10.jpeg,10,Blue Sea Urchin Coasters — Set of 2,
cosmic-cobalt-bowl,Cosmic Cobalt Bowl,"<p>A one-of-a-kind free-form resin bowl in deep cosmic cobalt, its glittering blue-violet surface swirled with hints of pink like a galaxy, finished with a sculpted wavy rim.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Bowls and Platters,,FALSE,Title,Default Title,,,,,WC-3775,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/cosmic-cobalt-bowl-1.jpeg,1,Cosmic Cobalt Bowl,draft
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-2.jpeg,2,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-3.jpeg,3,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-4.jpeg,4,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-5.jpeg,5,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-6.jpeg,6,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-7.jpeg,7,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-8.jpeg,8,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-9.jpeg,9,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-10.jpeg,10,Cosmic Cobalt Bowl,
cosmic-cobalt-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/cosmic-cobalt-bowl-11.jpeg,11,Cosmic Cobalt Bowl,
golden-fern-coasters,Golden Fern Coasters — Set of 4,"<p>A one-of-a-kind set of four clear resin coasters, each preserving a real pressed fern frond adrift in shimmering gold leaf.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,,FALSE,Title,Default Title,,,,,WC-3780,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/golden-fern-coasters-1.jpeg,1,Golden Fern Coasters — Set of 4,draft
golden-fern-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-fern-coasters-2.jpeg,2,Golden Fern Coasters — Set of 4,
golden-fern-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-fern-coasters-3.jpeg,3,Golden Fern Coasters — Set of 4,
orchid-bloom-coasters,Orchid Bloom Coasters — Set of 4,"<p>A one-of-a-kind set of four flower-shaped resin coasters in dreamy swirls of violet, blue and white, like blossoms caught in glass.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,,FALSE,Title,Default Title,,,,,WC-3785,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/orchid-bloom-coasters-1.jpeg,1,Orchid Bloom Coasters — Set of 4,draft
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-2.jpeg,2,Orchid Bloom Coasters — Set of 4,
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-3.jpeg,3,Orchid Bloom Coasters — Set of 4,
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-4.jpeg,4,Orchid Bloom Coasters — Set of 4,
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-5.jpeg,5,Orchid Bloom Coasters — Set of 4,
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-6.jpeg,6,Orchid Bloom Coasters — Set of 4,
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-7.jpeg,7,Orchid Bloom Coasters — Set of 4,
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-8.jpeg,8,Orchid Bloom Coasters — Set of 4,
orchid-bloom-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/orchid-bloom-coasters-9.jpeg,9,Orchid Bloom Coasters — Set of 4,
amethyst-crystal-coasters,Amethyst Crystal Coasters — Set of 2,"<p>A one-of-a-kind set of two resin coasters styled like amethyst geode slices — soft lavender petals radiating from a sparkling druzy centre, edged with raw crystal points.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,,FALSE,Title,Default Title,,,,,WC-3790,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/amethyst-crystal-coasters-1.jpeg,1,Amethyst Crystal Coasters — Set of 2,draft
amethyst-crystal-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/amethyst-crystal-coasters-2.jpeg,2,Amethyst Crystal Coasters — Set of 2,
amethyst-crystal-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/amethyst-crystal-coasters-3.jpeg,3,Amethyst Crystal Coasters — Set of 2,
amethyst-crystal-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/amethyst-crystal-coasters-4.jpeg,4,Amethyst Crystal Coasters — Set of 2,
amethyst-crystal-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/amethyst-crystal-coasters-5.jpeg,5,Amethyst Crystal Coasters — Set of 2,
sea-blue-splash-bowl,Sea Blue Splash Bowl,"<p>A one-of-a-kind free-form resin bowl in translucent sea blue, its torn, splashing edges frozen mid-motion like a wave caught in glass, glinting with iridescent shimmer.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Bowls and Platters,,FALSE,Title,Default Title,,,,,WC-3795,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/sea-blue-splash-bowl-1.jpeg,1,Sea Blue Splash Bowl,draft
sea-blue-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-blue-splash-bowl-2.jpeg,2,Sea Blue Splash Bowl,
sea-blue-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-blue-splash-bowl-3.jpeg,3,Sea Blue Splash Bowl,
sea-blue-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-blue-splash-bowl-4.jpeg,4,Sea Blue Splash Bowl,
sea-green-splash-bowl,Sea Green Splash Bowl,"<p>A one-of-a-kind free-form resin bowl in translucent sea green, its torn, splashing edges frozen mid-motion like a wave caught in glass, glinting with iridescent shimmer. A near-twin to the Sea Blue Splash Bowl, in ocean teal.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Bowls and Platters,,FALSE,Title,Default Title,,,,,WC-3800,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/sea-green-splash-bowl-1.jpeg,1,Sea Green Splash Bowl,draft
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-2.jpeg,2,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-3.jpeg,3,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-4.jpeg,4,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-5.jpeg,5,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-6.jpeg,6,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-7.jpeg,7,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-8.jpeg,8,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-9.jpeg,9,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-10.jpeg,10,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-11.jpeg,11,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-12.jpeg,12,Sea Green Splash Bowl,
sea-green-splash-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/sea-green-splash-bowl-13.jpeg,13,Sea Green Splash Bowl,
golden-tide-trinket-dish,Golden Tide Trinket Dish,"<p>A one-of-a-kind teardrop resin trinket dish with a brushed-gold rim framing a swirling blue ocean-wave centre set with tiny crystals. Perfect for rings, jewellery or little treasures.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Home Decor,,FALSE,Title,Default Title,,,,,WC-3805,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/golden-tide-trinket-dish-1.jpeg,1,Golden Tide Trinket Dish,draft
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-2.jpeg,2,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-3.jpeg,3,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-4.jpeg,4,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-5.jpeg,5,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-6.jpeg,6,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-7.jpeg,7,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-8.jpeg,8,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-9.jpeg,9,Golden Tide Trinket Dish,
golden-tide-trinket-dish,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/golden-tide-trinket-dish-10.jpeg,10,Golden Tide Trinket Dish,
blue-dahlia-coasters,Blue Dahlia Coasters — Set of 2,"<p>A one-of-a-kind set of two resin coasters styled like crystal geode blooms — layered teal-blue petals opening from a sparkling druzy centre, edged with raw crystal points.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Coasters,,FALSE,Title,Default Title,,,,,WC-3810,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/blue-dahlia-coasters-1.jpeg,1,Blue Dahlia Coasters — Set of 2,draft
blue-dahlia-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/blue-dahlia-coasters-2.jpeg,2,Blue Dahlia Coasters — Set of 2,
blue-dahlia-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/blue-dahlia-coasters-3.jpeg,3,Blue Dahlia Coasters — Set of 2,
blue-dahlia-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/blue-dahlia-coasters-4.jpeg,4,Blue Dahlia Coasters — Set of 2,
blue-dahlia-coasters,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/blue-dahlia-coasters-5.jpeg,5,Blue Dahlia Coasters — Set of 2,
opal-wave-bowl,Opal Wave Bowl,"<p>A one-of-a-kind free-form resin bowl in pearly opal white, glowing with soft rainbow iridescence and finished with a gently rippled rim.</p><p>Handmade, one-of-a-kind resin art by We're Cured!</p>",We're Cured!,,Bowls and Platters,,FALSE,Title,Default Title,,,,,WC-3815,0,shopify,1,deny,manual,,TRUE,TRUE,https://werecured.ca/images/opal-wave-bowl-1.jpeg,1,Opal Wave Bowl,draft
opal-wave-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/opal-wave-bowl-2.jpeg,2,Opal Wave Bowl,
opal-wave-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/opal-wave-bowl-3.jpeg,3,Opal Wave Bowl,
opal-wave-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/opal-wave-bowl-4.jpeg,4,Opal Wave Bowl,
opal-wave-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/opal-wave-bowl-5.jpeg,5,Opal Wave Bowl,
opal-wave-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/opal-wave-bowl-6.jpeg,6,Opal Wave Bowl,
opal-wave-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/opal-wave-bowl-7.jpeg,7,Opal Wave Bowl,
opal-wave-bowl,,,,,,,,,,,,,,,,,,,,,,,https://werecured.ca/images/opal-wave-bowl-8.jpeg,8,Opal Wave Bowl,
